make build --directory=src -s
 linking num object lib
building num exec src

16	     0.012	     0.007	     0.027
17	     0.026	     0.026	     0.109
18	     0.056	     0.055	     0.322
19	     0.121	     0.119	     0.854
20	     0.254	     0.252	     2.164
21	     0.539	     0.533	     5.215
22	     1.132	     1.130	    12.375
23	     2.429	     2.384	    29.012
24	     5.101	     5.050	    67.121
25	    10.664	    10.647	   153.891
26	    22.455	    22.278	   347.974
