make build --directory=src -s
building object lib/num
 linking object lib
building exec src

14	     0.001	     0.000	     0.003
15	     0.003	     0.001	     0.009
16	     0.014	     0.005	     0.046
17	     0.053	     0.021	     0.117
18	     0.212	     0.083	     0.650
19	     0.851	     0.333	     1.727
20	     3.388	     1.406	     8.610
21	    13.465	     5.308	    34.203
22	    54.047	    21.275	   142.327
