make build --directory=src -s
 linking object lib
building exec src

14	     0.002	     0.001	     0.005
15	     0.008	     0.002	     0.011
16	     0.015	     0.006	     0.032
17	     0.055	     0.022	     0.113
18	     0.222	     0.087	     0.628
19	     0.898	     0.352	     1.686
20	     3.605	     1.414	     8.336
21	    14.192	     5.583	    33.253
22	    56.916	    22.393	   137.938
