make build --directory=src -s
 linking object lib
building exec src

14	     0.001	     0.000	     0.004
15	     0.003	     0.001	     0.014
16	     0.012	     0.005	     0.056
17	     0.047	     0.018	     0.215
18	     0.191	     0.075	     0.979
19	     0.765	     0.299	     3.335
20	     3.096	     1.207	    14.668
21	    12.111	     4.781	    64.047
22	    48.359	    19.123	   249.893
