make build --directory=src -s
 linking num object lib
building num exec src

16	     0.003	     0.001	     0.012
17	     0.006	     0.003	     0.030
18	     0.012	     0.007	     0.070
19	     0.025	     0.016	     0.167
20	     0.049	     0.031	     0.382
21	     0.109	     0.070	     0.852
22	     0.219	     0.144	     1.887
23	     0.608	     0.309	     4.257
24	     1.226	     0.722	     9.388
25	     2.700	     1.420	    20.723
26	     5.482	     3.315	    46.603
27
