./main.o

    1	     0.002
    2	     0.005
    3	     0.004
    4	     0.007
    5	     0.007
    6	     0.005
    7	     0.010
    8	     0.006
    9	     0.009
   10	     0.014
   11	     0.016
   12	     0.020
   13	     0.023
   14	     0.012
   15	     0.023
   16	     0.018
   17	     0.010
   18	     0.024
   19	     0.034
   20	     0.033
   21	     0.033
   22	     0.026
   23	     0.034
   24	     0.031
   25	     0.030
   26	     0.018
   27	     0.039
   28	     0.049
   29	     0.056
   30	     0.047
   31	     0.056
   32	     0.057
   33	     0.044
   34	     0.044
   35	     0.052
   36	     0.055
   37	     0.055
   38	     0.073
   39	     0.061
   40	     0.076
   41	     0.075
   42	     0.055
   43	     0.083
   44	     0.075
   45	     0.065
   46	     0.087
   47	     0.064
   48	     0.092
   49	     0.093
   50	     0.073
   51	     0.084
   52	     0.081
   53	     0.094
   54	     0.076
   55	     0.092
   56	     0.075
   57	     0.103
   58	     0.086
   59	     0.078
   60	     0.114
   61	     0.101
   62	     0.082
   63	     0.082
   64	     0.115
   65	     0.112
   66	     0.124
   67	     0.119
   68	     0.115
   69	     0.108
   70	     0.088
   71	     0.101
   72	     0.109
   73	     0.129
   74	     0.116
   75	     0.119
   76	     0.111
   77	     0.117
   78	     0.115
   79	     0.110
   80	     0.128
   81	     0.116
   82	     0.120
   83	     0.135
   84	     0.121
   85	     0.128
   86	     0.116
   87	     0.112
   88	     0.127
   89	     0.121
   90	     0.156
   91	     0.148
   92	     0.158
   93	     0.144
   94	     0.153
   95	     0.131
   96	     0.144
   97	     0.139
   98	     0.135
   99	     0.178
  100	     0.161
  101	     0.148
  102	     0.131
  103	     0.154
  104	     0.160
  105	     0.138
  106	     0.158
  107	     0.177
  108	     0.156
  109	     0.180
  110	     0.153
  111	     0.168
  112	     0.183
  113	     0.172
  114	     0.165
  115	     0.156
  116	     0.159
  117	     0.177
  118	     0.190
  119	     0.173
  120	     0.180
  121	     0.164
  122	     0.195
  123	     0.206
  124	     0.174
  125	     0.162
  126	     0.200
  127	     0.217
  128	     0.167
  129	     0.227
  130	     0.221
  131	     0.197
  132	     0.175
  133	     0.177
  134	     0.172
  135	     0.228
  136	     0.184
  137	     0.205
  138	     0.195
  139	     0.255
  140	     0.229
  141	     0.215
  142	     0.219
  143	     0.201
  144	     0.203
  145	     0.259
  146	     0.253
  147	     0.238
  148	     0.271
  149	     0.202
  150	     0.202
  151	     0.192
  152	     0.245
  153	     0.207
  154	     0.218
  155	     0.216
  156	     0.237
  157	     0.199
  158	     0.271
  159	     0.203
  160	     0.263
  161	     0.217
  162	     0.255
  163	     0.287
  164	     0.236
  165	     0.249
  166	     0.284
  167	     0.232
  168	     0.278
  169	     0.244
  170	     0.238
  171	     0.270
  172	     0.245
  173	     0.277
  174	     0.311
  175	     0.257
  176	     0.271
  177	     0.292
  178	     0.247
  179	     0.292
  180	     0.249
  181	     0.259
  182	     0.276
  183	     0.281
  184	     0.292
  185	     0.256
  186	     0.289
  187	     0.237
  188	     0.260
  189	     0.264
  190	     0.306
  191	     0.281
  192	     0.312
  193	     0.277
  194	     0.283
  195	     0.285
  196	     0.336
  197	     0.263
  198	     0.286
  199	     0.351
  200	     0.286
  201	     0.344
  202	     0.288
  203	     0.289
  204	     0.339
  205	     0.361
  206	     0.322
  207	     0.271
  208	     0.317
  209	     0.308
  210	     0.285
  211	     0.277
  212	     0.297
  213	     0.346
  214	     0.295
  215	     0.309
  216	     0.367
  217	     0.379
  218	     0.303
  219	     0.296
  220	     0.364
  221	     0.302
  222	     0.354
  223	     0.316
  224	     0.374
  225	     0.355
  226	     0.300
  227	     0.296
  228	     0.384
  229	     0.402
  230	     0.363
  231	     0.367
  232	     0.308
  233	     0.325
  234	     0.326
  235	     0.354
  236	     0.383
  237	     0.343
  238	     0.384
  239	     0.396
  240	     0.348
  241	     0.354
  242	     0.355
  243	     0.379
  244	     0.341
  245	     0.373
  246	     0.418
  247	     0.317
  248	     0.367
  249	     0.366
